568,467,183,694,626,468
545,977,379,221,538,605
374,764,801,495,85,102
629,523,494,5,222,635
701,896,94,243,982,852
139,45,972,270,765,147
170,977,404,819,961,978
15,704,395,221,753,998
69,770,436,761,22,262
638,325,772,693,19,495
180,769,985,563,21,668
414,359,771,208,436,138
35,116,251,946,678,255
379,1,21,638,987,744
657,0,712,586,763,99
613,689,48,206,566,72
491,220,798,446,558,107
842,21,188,977,804,517
204,79,207,897,196,380
885,267,420,936,118,857
509,153,785,451,939,994
180,710,653,44,266,704
198,175,624,43,75,848
30,367,478,75,881,326
540,43,235,526,911,168
709,689,890,384,344,599
140,409,127,16,937,389
175,415,534,891,749,859
693,142,293,549,949,30
19,232,207,937,986,931
188,307,21,521,566,714
819,672,322,258,355,173
896,501,281,949,753,911
851,676,461,464,123,711
553,519,878,945,55,866
691,262,267,599,984,929
413,62,902,921,251,856
360,337,117,940,720,409
650,789,933,97,867,922
66,649,361,282,636,689
202,934,841,534,356,679
841,266,937,524,378,705
299,154,107,278,629,28
994,109,935,925,159,679
629,808,437,921,900,392
674,431,95,380,552,744
698,911,236,253,865,843
406,7,783,107,542,61
928,433,208,833,915,213
463,51,113,793,338,553
116,401,112,917,932,811
940,734,16,225,248,132
732,230,294,99,326,58
230,307,558,530,845,553
818,783,463,659,159,640
633,577,157,174,263,249
675,326,825,471,754,152
748,397,990,486,577,947
701,896,94,243,982,852
727,992,440,208,428,639
929,980,173,959,583,397
73,524,483,803,122,966
206,895,213,405,353,567
589,218,411,806,705,667
613,213,841,502,967,515
259,499,125,747,139,950
675,326,825,471,754,152
863,893,289,775,303,521
623,203,21,37,874,644
682,691,728,992,979,125
626,285,101,435,712,297
587,153,948,15,674,593
403,302,552,373,73,844
304,748,89,223,829,555
789,980,381,383,285,783
30,632,357,73,562,784
39,908,294,702,860,719
747,604,940,687,745,833
557,330,319,800,926,581
49,125,754,421,580,767
219,934,512,763,589,596
325,570,645,895,465,382
586,380,750,307,272,5
63,286,712,41,509,142
924,739,138,399,261,529
39,908,294,702,860,719
666,156,19,664,766,514
543,701,28,381,890,32
334,14,670,724,850,882
638,325,772,693,19,495
17,178,766,326,217,914
302,826,333,937,341,990
627,546,394,796,510,986
751,885,628,280,94,921
784,128,150,189,547,581
738,116,688,256,806,216
132,568,500,842,141,648
54,388,253,859,388,514
804,372,667,763,524,70
638,325,772,693,19,495
160,907,634,452,699,722
178,944,134,705,823,281
764,17,315,726,911,107
418,532,836,317,954,29
52,908,479,780,377,139
80,522,51,891,300,660
928,672,364,17,50,641
325,993,566,516,669,898
173,611,581,325,688,77
438,811,273,761,347,903
476,636,328,828,41,198
600,211,942,372,240,406
338,944,665,364,915,571
613,514,626,740,400,9
183,533,313,464,934,922
556,887,921,702,242,255
666,156,19,664,766,514
841,230,159,737,707,924
335,258,681,886,988,105
158,88,211,381,248,543
506,817,85,758,343,499
613,213,841,502,967,515
620,762,256,854,806,984
486,921,957,319,539,646
790,118,972,809,140,145
816,511,178,828,865,696
175,415,534,891,749,859
624,878,674,720,150,438
628,880,814,463,653,364
359,27,945,495,362,296
403,302,552,373,73,844
623,203,21,37,874,644
368,83,206,255,211,837
657,990,802,138,520,588
738,116,688,256,806,216
448,269,746,349,128,189
471,412,286,863,431,707
269,375,753,49,704,874
846,427,23,12,119,20
602,593,31,420,122,864
120,948,101,108,784,927
994,182,879,359,440,115
565,502,276,557,510,69
364,913,889,438,824,734
265,528,0,906,493,388
2,227,309,112,504,154
909,84,438,196,20,167
611,508,834,606,915,691
97,206,102,902,397,984
138,105,748,654,321,806
403,302,552,373,73,844
827,241,738,180,134,286
395,862,113,241,895,367
54,15,707,964,409,625
625,499,973,360,510,668
857,724,745,209,851,277
71,139,612,176,686,358
878,315,202,856,173,763
868,27,925,948,285,930
232,584,74,250,168,882
300,686,557,347,323,647
925,66,384,202,213,13
400,834,983,477,372,792
344,407,126,815,230,249
54,388,253,859,388,514
789,320,58,507,956,35
84,667,43,549,252,107
674,431,95,380,552,744
379,1,21,638,987,744
657,990,802,138,520,588
786,596,196,727,483,719
17,178,766,326,217,914
181,195,669,783,948,387
437,195,711,503,422,803
886,725,572,913,946,822
804,372,667,763,524,70
335,258,681,886,988,105
965,237,24,759,596,142
545,856,416,51,159,585
625,422,61,353,463,689
159,959,44,275,777,920
285,333,85,13,716,993
848,122,103,125,684,237
503,349,978,762,916,718
378,126,928,951,641,437
265,528,0,906,493,388
557,330,319,800,926,581
165,899,34,23,16,853
344,412,763,47,398,401
166,268,149,37,948,280
829,250,880,373,894,354
100,951,359,255,926,171
234,256,475,264,611,612
420,307,472,628,9,257
139,45,972,270,765,147
852,785,728,16,587,604
851,676,461,464,123,711
864,993,683,204,270,72
529,164,909,138,232,771
192,753,359,250,270,29
366,853,70,562,298,928
732,652,547,53,258,459
650,789,933,97,867,922
628,880,814,463,653,364
300,678,419,717,654,178
259,499,125,747,139,950
980,892,48,108,494,302
622,843,924,942,802,705
629,808,437,921,900,392
928,805,95,283,243,213
110,207,68,899,181,611
556,887,921,702,242,255
922,181,143,565,466,286
625,422,61,353,463,689
949,202,234,413,780,382
853,148,745,722,100,92
378,126,928,951,641,437
650,789,933,97,867,922
204,79,207,897,196,380
511,46,372,774,838,398
756,678,412,769,178,727
234,256,475,264,611,612
372,742,693,2,275,720
356,884,122,532,214,17
213,347,643,125,197,447
230,307,558,530,845,553
319,899,474,929,23,319
732,652,547,53,258,459
671,314,649,352,113,223
750,551,868,892,320,138
628,880,814,463,653,364
949,202,234,413,780,382
331,16,470,942,966,146
482,804,408,18,109,214
44,246,300,877,411,78
100,951,359,255,926,171
847,208,532,657,817,789
886,725,572,913,946,822
928,433,208,833,915,213
686,547,64,110,629,410
286,446,762,829,79,327
548,491,991,786,802,761
822,362,247,57,533,952
629,154,268,493,625,103
366,853,70,562,298,928
905,679,530,16,207,191
518,412,959,1,246,982
193,876,481,984,660,372
289,593,66,486,979,71
257,856,480,4,72,652
753,257,913,861,665,384
63,123,890,804,484,892
683,46,966,563,681,70
903,656,667,929,461,18
530,780,416,743,428,543
681,574,777,153,570,992
753,257,913,861,665,384
312,102,330,251,465,160
653,523,569,459,308,450
300,686,557,347,323,647
395,862,113,241,895,367
600,144,583,634,594,206
613,213,841,502,967,515
325,993,566,516,669,898
834,129,945,584,743,305
529,164,909,138,232,771
783,907,182,127,781,624
188,307,21,521,566,714
712,856,378,333,342,778
952,604,848,597,490,722
612,228,960,996,438,241
713,951,195,280,152,435
717,635,572,938,900,598
559,547,851,995,986,147
694,436,213,486,558,694
61,788,403,935,517,41
657,990,802,138,520,588
