115,252,796,428,406,101
446,559,444,982,766,360
161,792,557,801,578,4
379,221,212,528,775,673
539,287,715,847,644,712
828,224,646,895,90,780
167,357,417,176,787,264
281,150,619,261,35,520
850,555,840,435,808,344
54,770,887,379,890,900
210,928,522,90,730,405
98,670,28,724,585,375
262,42,502,527,558,377
171,418,799,348,631,324
730,979,265,510,513,387
308,98,4,816,624,311
456,324,13,722,455,579
638,602,123,35,788,76
915,881,62,473,794,260
410,523,140,73,386,828
410,523,140,73,386,828
866,503,183,247,168,29
308,98,4,816,624,311
981,479,571,615,577,363
626,744,289,438,554,89
669,6,393,890,440,673
73,882,965,763,955,866
873,88,573,590,360,136
917,850,550,56,302,575
459,602,210,217,14,296
343,789,860,75,504,377
456,324,13,722,455,579
459,602,210,217,14,296
69,840,930,392,567,333
292,209,196,22,865,651
141,152,829,481,323,302
170,136,542,694,464,985
535,576,138,221,912,549
489,128,307,25,572,790
669,6,393,890,440,673
489,128,307,25,572,790
981,479,571,615,577,363
170,136,542,694,464,985
141,152,829,481,323,302
745,641,458,535,355,523
182,493,197,672,761,135
419,748,347,999,5,784
608,821,361,681,271,140
456,324,13,722,455,579
419,748,347,999,5,784
294,443,513,832,658,665
210,928,522,90,730,405
628,38,383,531,558,33
626,744,289,438,554,89
522,552,499,309,983,949
118,520,686,474,914,807
683,671,980,810,955,180
446,559,444,982,766,360
915,881,62,473,794,260
292,209,196,22,865,651
69,840,930,392,567,333
534,568,578,516,411,469
626,744,289,438,554,89
717,581,56,616,372,538
294,443,513,832,658,665
526,303,169,774,756,39
116,88,748,80,136,154
135,406,181,675,552,311
828,224,646,895,90,780
915,881,62,473,794,260
534,568,578,516,411,469
52,882,26,338,486,591
640,930,287,887,384,916
638,602,123,35,788,76
610,793,230,307,353,630
539,287,715,847,644,712
891,985,900,37,719,69
182,493,197,672,761,135
608,821,361,681,271,140
456,324,13,722,455,579
141,152,829,481,323,302
576,947,103,863,188,642
79,873,756,768,744,422
619,300,96,508,221,149
52,882,26,338,486,591
115,252,796,428,406,101
638,602,123,35,788,76
24,398,806,31,393,890
917,850,550,56,302,575
669,6,393,890,440,673
170,136,542,694,464,985
679,834,868,730,994,697
308,98,4,816,624,311
446,559,444,982,766,360
608,821,361,681,271,140
79,873,756,768,744,422
522,552,499,309,983,949
534,812,160,233,132,572
132,232,933,84,680,287
610,793,230,307,353,630
